id,repo,commit,source,target,file path,lines,flag,source APIs,target APIs,source program elements,target program elements,cardinality,properties,comments,commit URL,migration id,file id,candidate source lines,candidate target lines
M1,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client.py,31:5,,import attr,import dataclasses,import,import,one-to-one,module name change,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client.py,,"5,139,704"
M2,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client.py,139:139,,s,dataclass,decorator,decorator,one-to-one,element name change; argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client.py,,
M3,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client.py,704:704,,evolve,replace,function call,function call,one-to-one,element name change,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client.py,,
M4,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client_reqrep.py,26:3,,import attr,import dataclasses,import,import,one-to-one,module name change,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client_reqrep.py,,"3,89,96,144"
M5,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client_reqrep.py,89:89,,s,dataclass,decorator,decorator,one-to-one,element name change; argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client_reqrep.py,,
M6,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client_reqrep.py,96:96,,s,dataclass,decorator,decorator,one-to-one,element name change; argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client_reqrep.py,,
M7,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client_reqrep.py,148:144,,s,dataclass,decorator,decorator,one-to-one,element name change; argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client_reqrep.py,,
M8,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client_ws.py,7:4,,import attr,import dataclasses,import,import,one-to-one,module name change,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client_ws.py,,"4,30"
M9,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/client_ws.py,30:30,,s,dataclass,decorator,decorator,one-to-one,element name change; argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/client_ws.py,,
M10,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/connector.py,31:2,,import attr,import dataclasses,import,import,one-to-one,module name change,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/connector.py,,"21,072"
